Data	MSE	Diag	Hessian	OBQAware
opt-350m/20.self_attn.v_proj	0.06444990634918213	0.06502670049667358	0.06688643991947174	0.06290622055530548
opt-350m/21.fc1	0.08298354595899582	0.08415920287370682	0.08648212254047394	0.07876642048358917
opt-350m/21.fc2	0.008876774460077286	0.008876694366335869	0.009392361156642437	0.008772116154432297
opt-350m/21.self_attn.k_proj	0.2777111530303955	0.1549849808216095	0.22264401614665985	0.13802197575569153
opt-350m/21.self_attn.out_proj	0.002692141570150852	0.0027476735413074493	0.0028402996249496937	0.0026307436637580395
opt-350m/21.self_attn.q_proj	0.2030048966407776	0.14788664877414703	0.1704215407371521	0.13559147715568542
opt-350m/21.self_attn.v_proj	0.06372980773448944	0.06427997350692749	0.06605955958366394	0.06222935765981674
opt-350m/22.fc1	0.07857508212327957	0.07920728623867035	0.08053747564554214	0.0744071900844574
opt-350m/22.fc2	0.010245404206216335	0.010218164883553982	0.011100593023002148	0.010093500837683678
opt-350m/22.self_attn.k_proj	0.3982164263725281	0.22132329642772675	0.3110532760620117	0.19008786976337433
opt-350m/22.self_attn.out_proj	0.0050699105486273766	0.005098446272313595	0.005164464935660362	0.004984705708920956
opt-350m/22.self_attn.q_proj	0.17338263988494873	0.16700367629528046	0.1795346736907959	0.1592094600200653
opt-350m/22.self_attn.v_proj	0.06662029027938843	0.06675571948289871	0.06947608292102814	0.06516972929239273
opt-350m/23.fc1	0.07069583237171173	0.07083770632743835	0.07095447182655334	0.06542212516069412
opt-350m/23.fc2	0.008535897359251976	0.008290424942970276	0.009446104988455772	0.008083407767117023
opt-350m/23.self_attn.k_proj	0.15975113213062286	0.14486263692378998	0.1617410033941269	0.12981456518173218
opt-350m/23.self_attn.out_proj	0.0070472294464707375	0.007069777697324753	0.006747035775333643	0.006272017955780029
opt-350m/23.self_attn.q_proj	0.12691962718963623	0.12777721881866455	0.13059166073799133	0.12194376438856125
opt-350m/23.self_attn.v_proj	0.08750548958778381	0.08751032501459122	0.09141157567501068	0.08529094606637955
opt-350m/3.fc1	0.06655530631542206	0.07402952015399933	0.06828153133392334	0.05975671485066414
opt-350m/3.fc2	0.0038931844756007195	0.003849028144031763	0.0039011421613395214	0.0037620961666107178
opt-350m/3.self_attn.k_proj	0.1276521384716034	0.08892190456390381	0.09089524298906326	0.07506892830133438
opt-350m/3.self_attn.out_proj	0.0008853795006871223	0.000846410053782165	0.0008727115928195417	0.0008022455149330199
opt-350m/3.self_attn.q_proj	0.1273052841424942	0.09020760655403137	0.09082414954900742	0.07622361183166504
opt-350m/3.self_attn.v_proj	0.046028025448322296	0.04983113706111908	0.04908538609743118	0.042184509336948395
opt-350m/4.fc1	0.06895210593938828	0.07578450441360474	0.07049742341041565	0.06226649507880211
opt-350m/4.fc2	0.0044101532548666	0.004352970514446497	0.004453939851373434	0.004304717294871807
opt-350m/4.self_attn.k_proj	0.15703916549682617	0.09746521711349487	0.10446733236312866	0.08327166736125946
opt-350m/4.self_attn.out_proj	0.0010834098793566227	0.0010724031599238515	0.0011169395875185728	0.001014776062220335
opt-350m/4.self_attn.q_proj	0.13174812495708466	0.09908340126276016	0.09599332511425018	0.08279436826705933
opt-350m/4.self_attn.v_proj	0.04476321116089821	0.04847290739417076	0.0476209931075573	0.041534673422575
opt-350m/5.fc1	0.0718759149312973	0.07816255837678909	0.07294441759586334	0.06440533697605133
opt-350m/5.fc2	0.004406169056892395	0.004465299658477306	0.004588628187775612	0.004355200566351414
opt-350m/5.self_attn.k_proj	0.19575583934783936	0.08125592768192291	0.09271840751171112	0.06963573396205902
opt-350m/5.self_attn.out_proj	0.0009099568706005812	0.0009117373265326023	0.000932924565859139	0.0008669245289638638
opt-350m/5.self_attn.q_proj	0.22059161961078644	0.08647990971803665	0.08639558404684067	0.0703907385468483
opt-350m/5.self_attn.v_proj	0.04356981813907623	0.04861406236886978	0.0463998019695282	0.04076775163412094
opt-350m/6.fc1	0.07608036696910858	0.08284412324428558	0.07782869040966034	0.0690998062491417
opt-350m/6.fc2	0.005225254222750664	0.005303286947309971	0.005467770621180534	0.005154439713805914
opt-350m/6.self_attn.k_proj	0.3166651725769043	0.10299350321292877	0.1509658396244049	0.08660755306482315
opt-350m/6.self_attn.out_proj	0.0014267177321016788	0.0014488534070551395	0.0014737562742084265	0.0013869773829355836
opt-350m/6.self_attn.q_proj	0.24889329075813293	0.10067334771156311	0.10275640338659286	0.08081673085689545
opt-350m/6.self_attn.v_proj	0.03823572397232056	0.04240816831588745	0.04044318199157715	0.03619743138551712
opt-350m/7.fc1	0.08223786950111389	0.08967407047748566	0.0852341428399086	0.07596452534198761
opt-350m/7.fc2	0.006488775834441185	0.006594409234821796	0.006823072209954262	0.006406896747648716
opt-350m/7.self_attn.k_proj	0.28099578619003296	0.11516795307397842	0.16281169652938843	0.09742680191993713
opt-350m/7.self_attn.out_proj	0.002066644374281168	0.00208969134837389	0.0021462824661284685	0.0020253846887499094
opt-350m/7.self_attn.q_proj	0.19589510560035706	0.1105973869562149	0.1153499111533165	0.09173962473869324
opt-350m/7.self_attn.v_proj	0.04319492727518082	0.04642416536808014	0.04561135917901993	0.04134281724691391
opt-350m/8.fc1	0.08286792784929276	0.08895071595907211	0.08587086945772171	0.07733072340488434
opt-350m/8.fc2	0.008213498629629612	0.008260720409452915	0.008717063814401627	0.00814503338187933
opt-350m/8.self_attn.k_proj	0.22809016704559326	0.1358160525560379	0.19443951547145844	0.11948113143444061
opt-350m/8.self_attn.out_proj	0.0029226457700133324	0.0029345573857426643	0.0030132336542010307	0.002870990429073572
opt-350m/8.self_attn.q_proj	0.16582661867141724	0.12852191925048828	0.13098514080047607	0.1111929714679718
opt-350m/8.self_attn.v_proj	0.04637458920478821	0.048623599112033844	0.048830654472112656	0.04474959149956703
opt-350m/9.fc1	0.08367321640253067	0.08738967776298523	0.08615939319133759	0.07796210050582886
opt-350m/9.fc2	0.008321978151798248	0.008389994502067566	0.008812131360173225	0.008219575509428978
opt-350m/9.self_attn.k_proj	0.17986075580120087	0.14303003251552582	0.1766517460346222	0.12702910602092743
opt-350m/9.self_attn.out_proj	0.003241550177335739	0.0032901365775614977	0.0034579564817249775	0.003134522819891572
opt-350m/9.self_attn.q_proj	0.1360187530517578	0.1417197436094284	0.13811248540878296	0.12612712383270264
opt-350m/9.self_attn.v_proj	0.051360078155994415	0.054076895117759705	0.05362077057361603	0.04950450360774994
