Data	Standard	Correction	Scaling	ScalingBiasOrder	ScalingOrder	ScalingBias		ScalingBiasOrderLS100		ScalingBiasOrderLS100
opt-350m/7.self_attn.k_proj	0.015987250953912735	0.015374572947621346	0.019341934472322464	0.01917215809226036	0.019305115565657616	0.019178707152605057		0.017503531649708748		0.017503531649708748
opt-350m/7.self_attn.out_proj	0.0003895032568834722	0.00038688426138833165	0.00038982636760920286	0.0003798605175688863	0.0003825541352853179	0.00038368155946955085		0.00036052093491889536		0.00036052093491889536
opt-350m/7.self_attn.q_proj	0.015580294653773308	0.015128901228308678	0.017223674803972244	0.01617007702589035	0.01655680313706398	0.016487672924995422		0.01442287303507328		0.01442287303507328
opt-350m/7.self_attn.v_proj	0.007791316602379084	0.0075833434239029884	0.008407814428210258	0.007385657634586096	0.007617875002324581	0.0077308593317866325		0.006497805472463369		0.006497805472463369
opt-350m/8.fc1	0.01392262801527977	0.013626329600811005	0.014626020565629005	0.013668462634086609	0.013961369171738625	0.01379534974694252		0.012028606608510017		0.012028606608510017
opt-350m/8.fc2	0.0016055118758231401	0.0016005474608391523	0.00161650194786489	0.0015651212306693196	0.0015678872587159276	0.0015998519957065582		0.001503632520325482		0.001503632520325482
opt-350m/8.self_attn.k_proj	0.019929304718971252	0.01916055753827095	0.023264218121767044	0.02332414500415325	0.023503584787249565	0.023321256041526794		0.02138814702630043		0.02138814702630043
opt-350m/8.self_attn.out_proj	0.0005580891156569123	0.0005552800139412284	0.0005547041073441505	0.0005484168068505824	0.0005509004113264382	0.0005503576248884201		0.0005181275773793459		0.0005181275773793459
opt-350m/8.self_attn.q_proj	0.019408896565437317	0.01898396946489811	0.02087441459298134	0.019676651805639267	0.020014386624097824	0.020061329007148743		0.017542090266942978		0.017542090266942978
opt-350m/8.self_attn.v_proj	0.008607123047113419	0.008391279727220535	0.009180057793855667	0.008205883204936981	0.008426952175796032	0.008522342890501022		0.007262533530592918		0.007262533530592918
opt-350m/9.fc1	0.014229916036128998	0.013935524970293045	0.014781450852751732	0.013976648449897766	0.014268959872424603	0.014073328115046024		0.012348134070634842		0.012348134070634842
opt-350m/9.fc2	0.001696020714007318	0.0016918755136430264	0.001696257502771914	0.0016166374552994967	0.0016212232876569033	0.0016651507467031479		0.001552023459225893		0.001552023459225893
opt-350m/9.self_attn.k_proj	0.021007422357797623	0.02028670534491539	0.02292677015066147	0.022636577486991882	0.022820893675088882	0.022584252059459686		0.020633023232221603		0.020633023232221603
opt-350m/9.self_attn.out_proj	0.0006192228756844997	0.0006150716217234731	0.0006192986620590091	0.0006054337718524039	0.0006112265982665122	0.000613648269791156		0.0005768465925939381		0.0005768465925939381
opt-350m/9.self_attn.q_proj	0.021514523774385452	0.021099749952554703	0.022390376776456833	0.02102261781692505	0.02145213820040226	0.021353987976908684		0.018668435513973236		0.018668435513973236
opt-350m/9.self_attn.v_proj	0.009330878965556622	0.009136086329817772	0.009819036349654198	0.008979366160929203	0.009158650413155556	0.009234530851244926		0.007959220558404922		0.007959220558404922
