Data	Standard1-bit	Standard1.5-bit	Standard2-bit	Standard2.3-bit	Standard2.8-bit	Standard3-bit	Standard3.2-bit	Standard3.9-bit	Standard4-bit	Standard5-bit	SleekitLight1-bit	SleekitLight1.5-bit	SleekitLight2-bit	SleekitLight2.3-bit	SleekitLight2.8-bit	SleekitLight3-bit	SleekitLight3.2-bit	SleekitLight3.9-bit	SleekitLight4-bit	SleekitLight5-bit
bloom-560m/22.self_attention.dense	0.4722824990749359	0.019615773111581802	0.036987513303756714	0.0058078458532691	0.003009714186191559	0.003948965109884739	0.0020373205188661814	0.0008635626873001456	0.000825452443677932	0.0002466710575390607	0.07280682027339935	0.010996844619512558	0.014622446149587631	0.005061513744294643	0.002829389413818717	0.003348312107846141	0.0019308311166241765	0.0009120827307924628	0.0008310353150591254	0.0002547928015701473
bloom-560m/22.self_attention.query_key_value	3.199054002761841	1.0410451889038086	0.4179832935333252	0.16944599151611328	0.0692141130566597	0.055623892694711685	0.04662469029426575	0.024152129888534546	0.022150464355945587	0.0034669863525778055	0.4943506419658661	0.15829935669898987	0.09319090843200684	0.06409468501806259	0.03728557750582695	0.029894188046455383	0.024667492136359215	0.010599438101053238	0.009405483491718769	0.0026472059544175863
bloom-560m/23.mlp.dense_4h_to_h	0.02653198316693306	0.015021918341517448	0.012611736543476582	0.008593276143074036	0.005876748822629452	0.0056421211920678616	0.004502356983721256	0.0024232848081737757	0.002389755332842469	0.000563586363568902	0.02169894054532051	0.008051730692386627	0.005826029926538467	0.004189439583569765	0.002813934814184904	0.0025804704055190086	0.002064270433038473	0.0010411194525659084	0.0011279676109552383	0.0003980566980317235
bloom-560m/23.mlp.dense_h_to_4h	0.3819694221019745	0.08830858021974564	0.10675075650215149	0.027585161849856377	0.0131469015032053	0.01048830896615982	0.008506485261023045	0.0036283580120652914	0.003257820149883628	0.001013673609122634	0.1146482527256012	0.052844226360321045	0.03242006525397301	0.02247302606701851	0.013007265515625477	0.010482478886842728	0.008675336837768555	0.0038103435654193163	0.0034255306236445904	0.001043018070049584
bloom-560m/23.self_attention.dense	0.010952427983283997	0.0024780449457466602	0.003782254410907626	0.001004465389996767	0.0005476846126839519	0.0009658996132202446	0.0003625796816777438	0.00016504182713106275	0.00018605073273647577	5.431851968751289e-05	0.010262271389365196	0.0023724189959466457	0.003820201847702265	0.0009733146289363503	0.0005375249311327934	0.0009182767244055867	0.000353886338416487	0.00016787464846856892	0.00019234014325775206	5.602323653874919e-05
bloom-560m/23.self_attention.query_key_value	0.16389714181423187	0.0631352886557579	0.03514992818236351	0.023030048236250877	0.01255874615162611	0.010019268840551376	0.008198671042919159	0.003506287932395935	0.0031513257417827845	0.0009888968197628856	0.11535435169935226	0.05235092714428902	0.03182508423924446	0.021813785657286644	0.012501664459705353	0.010059143416583538	0.00829018373042345	0.003577315481379628	0.0032111527398228645	0.0009835805976763368
bloom-560m/3.mlp.dense_4h_to_h	0.006810733117163181	0.003079640679061413	0.0021898287814110518	0.0013799642911180854	0.0008358219638466835	0.0008697239100001752	0.0005785541725344956	0.0002736363676376641	0.00033815234201028943	9.832995419856161e-05	0.005937489215284586	0.002934570424258709	0.0020469550509005785	0.0013191699981689453	0.0007940325303934515	0.0007384628406725824	0.0005393400206230581	0.00025507056852802634	0.00025145220570266247	8.43876478029415e-05
bloom-560m/3.mlp.dense_h_to_4h	0.13633854687213898	0.05885740742087364	0.03467956930398941	0.023304671049118042	0.01298465020954609	0.010309182107448578	0.008422177284955978	0.00351187726482749	0.0031405489426106215	0.0009383426513522863	0.12315909564495087	0.05684845149517059	0.033911265432834625	0.023107923567295074	0.013028047047555447	0.010306095704436302	0.008506430312991142	0.0035403608344495296	0.0031658890657126904	0.0009431897196918726
bloom-560m/3.self_attention.dense	0.0022499363403767347	0.0008168684435077012	0.0007205157307907939	0.0003405850729905069	0.00016235143993981183	0.0001817382435547188	9.635360038373619e-05	4.060643550474197e-05	3.804788502748124e-05	1.1196336345165037e-05	0.0017740095499902964	0.0005808056448586285	0.0004991840105503798	0.0002461634576320648	0.00014066108269616961	0.00012117045116610825	9.283317194785923e-05	4.0162794903153554e-05	3.748717062990181e-05	1.1133071893709712e-05
bloom-560m/3.self_attention.query_key_value	0.13088801503181458	0.05831839516758919	0.034508589655160904	0.023251106962561607	0.013007921166718006	0.010366585105657578	0.00847278069704771	0.0035569623578339815	0.0031908703967928886	0.0009627971448935568	0.12619651854038239	0.0568167082965374	0.033778104931116104	0.022913604974746704	0.012908521108329296	0.01029572356492281	0.008460002951323986	0.0035810910630971193	0.0032106544822454453	0.0009646944236010313
bloom-560m/4.mlp.dense_4h_to_h	0.06320464611053467	0.004160132724791765	0.05996173620223999	0.0017659394070506096	0.001095169223845005	0.047197211533784866	0.000725399935618043	0.00032574706710875034	0.02085021510720253	0.003939027898013592	0.05810202285647392	0.0032459974754601717	0.01042999979108572	0.0014938634121790528	0.0008969088084995747	0.002339305356144905	0.0006178367184475064	0.0002914587967097759	0.0006410368951037526	0.00018472960800863802
bloom-560m/4.mlp.dense_h_to_4h	0.12017898261547089	0.05344090983271599	0.031725428998470306	0.02143174782395363	0.011983794160187244	0.00954379141330719	0.007801754865795374	0.003264952916651964	0.0029269091319292784	0.0008741851197555661	0.11168999969959259	0.05197528749704361	0.031109200790524483	0.021442338824272156	0.012157900258898735	0.009591542184352875	0.007953554391860962	0.003313755849376321	0.00297195790335536	0.0008810299914330244
bloom-560m/4.self_attention.dense	0.0021887270268052816	0.0007545297266915441	0.0006233520107343793	0.00030598469311371446	0.0001727518392726779	0.0001817890879465267	0.00011350605200277641	4.897894541500136e-05	4.588915180647746e-05	1.367326512990985e-05	0.0017299861647188663	0.0007385321659967303	0.0005151266814209521	0.00030291927396319807	0.0001717287814244628	0.00015081440506037325	0.00011233537225052714	4.817266744794324e-05	4.4730208173859864e-05	1.351765968138352e-05
bloom-560m/4.self_attention.query_key_value	0.1352074146270752	0.06007242202758789	0.03545708581805229	0.023920992389321327	0.013186697848141193	0.010467246174812317	0.008511214517056942	0.003565466031432152	0.0031890624668449163	0.0009697910281829536	0.12677276134490967	0.05647854134440422	0.0335078090429306	0.023009048774838448	0.013114802539348602	0.010406451299786568	0.00865158811211586	0.003698094980791211	0.003298241877928376	0.0009854413801804185
bloom-560m/5.mlp.dense_4h_to_h	0.007658330257982016	0.00283998204395175	0.002778640715405345	0.0012544412165880203	0.0007579699158668518	0.001544818514958024	0.0005201832973398268	0.00024465826572850347	0.0008754408918321133	0.0003261745150666684	0.00663310382515192	0.002695582341402769	0.0024161841720342636	0.0012109332019463181	0.0007270986097864807	0.0011998869013041258	0.0005010983441025019	0.00023889036674518138	0.0006264201365411282	0.00026275136042386293
bloom-560m/5.mlp.dense_h_to_4h	0.09809760749340057	0.04326048865914345	0.02582329511642456	0.01743428036570549	0.009847489185631275	0.007788734044879675	0.006450548768043518	0.0027266545221209526	0.0024285567924380302	0.000741366995498538	0.0922832116484642	0.04212740808725357	0.02525722235441208	0.017342843115329742	0.009875871241092682	0.007896346971392632	0.006501730531454086	0.002760746981948614	0.002477849368005991	0.000745352532248944
bloom-560m/5.self_attention.dense	0.002563572721555829	0.0009481675224378705	0.0007400190224871039	0.0004009206313639879	0.00023280794266611338	0.00019222780247218907	0.00015574746066704392	6.927468348294497e-05	6.298822700046003e-05	2.0717669031000696e-05	0.001928125275298953	0.0009000917198136449	0.0005631239619106054	0.00038295311969704926	0.00022084229567553848	0.00017911934992298484	0.0001468334812670946	6.370128539856523e-05	5.8237521443516016e-05	1.808603701647371e-05
bloom-560m/5.self_attention.query_key_value	0.17324495315551758	0.07403579354286194	0.04267344996333122	0.028476307168602943	0.015279973857104778	0.01193161215633154	0.009709445759654045	0.004029264207929373	0.003610927378758788	0.0010877784807235003	0.15031923353672028	0.06503744423389435	0.03812546283006668	0.026484334841370583	0.015253293327987194	0.012166570872068405	0.010059554129838943	0.004234373103827238	0.0037930815014988184	0.001110113924369216
bloom-560m/6.mlp.dense_4h_to_h	0.006976254750043154	0.0029634772799909115	0.002619723090901971	0.0013098841300234199	0.0007759572472423315	0.0013622260885313153	0.0005275906296446919	0.0002469366881996393	0.0007783655310049653	0.0003716747451107949	0.006327955983579159	0.0028634783811867237	0.0021805432625114918	0.0012732939794659615	0.0007528362330049276	0.0009164364892058074	0.0005112708895467222	0.00023727236839476973	0.0003947529767174274	0.00014490025932900608
bloom-560m/6.mlp.dense_h_to_4h	0.11936026066541672	0.051605481654405594	0.03083765134215355	0.020694982260465622	0.011639141477644444	0.009319262579083443	0.007638642564415932	0.0032616076059639454	0.0029319808818399906	0.0008903524139896035	0.11028127372264862	0.050240278244018555	0.03031330183148384	0.020791199058294296	0.011818748898804188	0.009461654350161552	0.007795240730047226	0.003329162485897541	0.0029971960466355085	0.0008977685938589275
bloom-560m/6.self_attention.dense	0.0027895858511328697	0.001358783571049571	0.0008498675306327641	0.0005855428753420711	0.0003382506547495723	0.00027307914569973946	0.00022493122378364205	9.759423119248822e-05	8.794613677309826e-05	2.7351565222488716e-05	0.002764340490102768	0.0013445221120491624	0.0008453463669866323	0.0005800644867122173	0.0003355489461682737	0.00027108326321467757	0.00022338553390000015	9.651984146330506e-05	8.707656525075436e-05	2.669473906280473e-05
bloom-560m/6.self_attention.query_key_value	0.2754334509372711	0.10774967819452286	0.0676344707608223	0.042015060782432556	0.02465914748609066	0.01907682605087757	0.01495371013879776	0.005515353288501501	0.004925549495965242	0.0014289285754784942	0.21489186584949493	0.09032589197158813	0.05120612308382988	0.03555307537317276	0.019919568672776222	0.015946732833981514	0.013012106530368328	0.0054151141084730625	0.004844616632908583	0.0014075111830607057
bloom-560m/7.mlp.dense_4h_to_h	0.0058143893256783485	0.002132080728188157	0.0018058198038488626	0.0009628505213186145	0.0005768876289948821	0.0007886981475166976	0.00039490143535658717	0.00018621857452671975	0.00041631722706370056	0.00021963882318232208	0.004346007946878672	0.0020689917728304863	0.00158298562746495	0.0009324378333985806	0.0005597812123596668	0.0006853528320789337	0.0003810916095972061	0.00018315043416805565	0.00030034323572181165	0.00010866363300010562
bloom-560m/7.mlp.dense_h_to_4h	0.06752751767635345	0.028546899557113647	0.017809361219406128	0.011387769132852554	0.006395149976015091	0.005380252841860056	0.004190423060208559	0.0017884508706629276	0.0016211624024435878	0.0004889765405096114	0.062347590923309326	0.027439437806606293	0.016402266919612885	0.011190051212906837	0.006339193321764469	0.005132162012159824	0.004184809047728777	0.0018001480493694544	0.001630203565582633	0.00048823177348822355
bloom-560m/7.self_attention.dense	0.0024902811273932457	0.0010545040713623166	0.0006970935501158237	0.0004402220656629652	0.00025613451725803316	0.0002165037440136075	0.00017083021521102637	7.534548785770312e-05	6.821993156336248e-05	2.16144289879594e-05	0.0020652050152420998	0.0009987913072109222	0.0006186048267409205	0.00042702234350144863	0.000248324271524325	0.00020063392003066838	0.00016489202971570194	7.196910155471414e-05	6.497259164461866e-05	2.012837285292335e-05
bloom-560m/7.self_attention.query_key_value	0.28244104981422424	0.11096445471048355	0.06729792058467865	0.044435638934373856	0.02436639368534088	0.01919531263411045	0.015200063586235046	0.005505355540663004	0.004746910650283098	0.0012334183556959033	0.19818353652954102	0.08231090754270554	0.04648947715759277	0.030939096584916115	0.01687341369688511	0.01339221652597189	0.010784867219626904	0.004368477035313845	0.003910717088729143	0.001124974456615746
bloom-560m/8.mlp.dense_4h_to_h	0.005813957192003727	0.0017320490442216396	0.0015455319080501795	0.0007741063018329442	0.0004596022190526128	0.0005045583820901811	0.0003124050563201308	0.0001434836012776941	0.00016683037392795086	5.3358060540631413e-05	0.0033144732005894184	0.0017537805251777172	0.001102552516385913	0.0007929335697554052	0.0004756853450089693	0.00038003077497705817	0.0003240994701627642	0.00015112478286027908	0.0001355156855424866	4.709638960775919e-05
bloom-560m/8.mlp.dense_h_to_4h	0.049012839794158936	0.02078206092119217	0.012732678093016148	0.00823456235229969	0.004627188667654991	0.0038628624752163887	0.003019650699570775	0.001277509843930602	0.0011573671363294125	0.00034696818329393864	0.04486085847020149	0.020042268559336662	0.011889619752764702	0.008141906931996346	0.004608167801052332	0.0037000426091253757	0.0030265580862760544	0.0012791466433554888	0.001160700572654605	0.0003460980369709432
bloom-560m/8.self_attention.dense	0.00240566348657012	0.0011746303644031286	0.0007387683144770563	0.0005174565594643354	0.00030602322658523917	0.00024923941236920655	0.00020694287377409637	9.298975055571645e-05	8.397101191803813e-05	2.71224034804618e-05	0.0022684514988213778	0.0011337449541315436	0.0007149855955503881	0.0005053281201981008	0.0003005467006005347	0.0002443473495077342	0.00020445471454877406	9.1804307885468e-05	8.308979886351153e-05	2.6611436624079943e-05
bloom-560m/8.self_attention.query_key_value	0.5046119689941406	0.22868549823760986	0.14197920262813568	0.09915205091238022	0.05863476172089577	0.04798309877514839	0.039385002106428146	0.012141801416873932	0.010682590305805206	0.0020479196682572365	0.2908160984516144	0.12795321643352509	0.07219168543815613	0.04954139515757561	0.026891818270087242	0.021266834810376167	0.01709894649684429	0.006804381962865591	0.006072919350117445	0.0017109595937654376
bloom-560m/9.mlp.dense_4h_to_h	0.005621066316962242	0.0014894392807036638	0.0014779239427298307	0.0006722344551235437	0.0003995246079284698	0.00047169456956908107	0.00027102819876745343	0.00012256349145900458	0.00015269266441464424	4.664540756493807e-05	0.0028029540553689003	0.0015177528839558363	0.000942566548474133	0.0006892557721585035	0.00040941761108115315	0.00032361390185542405	0.0002782084047794342	0.00012551007966976613	0.0001114344340749085	3.62923601642251e-05
bloom-560m/9.mlp.dense_h_to_4h	0.04063021391630173	0.016473736613988876	0.011500714346766472	0.006548863835632801	0.0037247089203447104	0.003741103457286954	0.002438938245177269	0.0010363555047661066	0.001045868848450482	0.00027971010422334075	0.035975538194179535	0.015415123663842678	0.009285394102334976	0.006300619337707758	0.003572335233911872	0.0028801255393773317	0.0023315823636949062	0.0009958380833268166	0.0009062715689651668	0.00026970275212079287
bloom-560m/9.self_attention.dense	0.0025484899524599314	0.0012274454347789288	0.0007775633130222559	0.0005375093314796686	0.00031510554254055023	0.0002565309696365148	0.00021138944430276752	9.313296322943643e-05	8.408157736994326e-05	2.6660003641154617e-05	0.0025033182464540005	0.0012081963941454887	0.0007572066970169544	0.0005232487455941737	0.00030456105014309287	0.00024799781385809183	0.00020394551393110305	8.920399704948068e-05	8.02414579084143e-05	2.527602373447735e-05
bloom-560m/9.self_attention.query_key_value	0.6274037957191467	0.3366449773311615	0.2373691350221634	0.17670206725597382	0.11577576398849487	0.10060598701238632	0.0831775888800621	0.02519131265580654	0.02011595107614994	0.002532059093937278	0.3048236668109894	0.12625469267368317	0.07654858380556107	0.05155092477798462	0.028587669134140015	0.022993454709649086	0.018213460221886635	0.00725129246711731	0.006487698759883642	0.0018141024047508836
opt-125m/0.fc1	0.004431982059031725	0.0014943405985832214	0.0008851264719851315	0.0005681344773620367	0.0003192134026903659	0.00027109449729323387	0.00020984296861570328	8.898737723939121e-05	8.47691553644836e-05	2.5303103029727936e-05	0.002929338486865163	0.0013499618507921696	0.0008520320407114923	0.000580840976908803	0.00032770729740150273	0.00026962559786625206	0.00021450458734761924	8.880661334842443e-05	8.16580795799382e-05	2.4454595404677093e-05
opt-125m/0.fc2	0.011487309820950031	0.00017296778969466686	0.010809611529111862	7.633631321368739e-05	5.212548785493709e-05	0.007265652064234018	0.00010558544454397634	3.3930406061699614e-05	0.002224384341388941	0.00018768322479445487	0.005190870724618435	0.00012547553342301399	0.0005832018214277923	6.084261622163467e-05	3.779673352255486e-05	9.500904707238078e-05	2.620914892759174e-05	1.2583220268425066e-05	1.6760945072746836e-05	4.571604677039431e-06
opt-125m/0.self_attn.k_proj	0.6866617202758789	0.41699835658073425	0.2856523096561432	0.20433270931243896	0.10933437198400497	0.08378729224205017	0.06445436924695969	0.01956057734787464	0.016688719391822815	0.002973486902192235	0.5026825666427612	0.15966390073299408	0.11109378933906555	0.06321097165346146	0.03354327008128166	0.026267891749739647	0.020923033356666565	0.008167222142219543	0.007221715524792671	0.0019036674639210105
opt-125m/0.self_attn.out_proj	0.0003118788299616426	3.068802470806986e-05	5.7621411542641e-05	1.2837925169151276e-05	7.857203854655381e-06	1.0495318747416604e-05	5.400711870606756e-06	2.5284332423325395e-06	2.88987098429061e-06	8.003444804671744e-07	0.00011452050966909155	2.818671055138111e-05	3.5214103263569996e-05	1.25625638247584e-05	7.511254352721153e-06	9.33299361349782e-06	5.29194994669524e-06	2.48049968831765e-06	2.7870064513990656e-06	7.877990242377564e-07
opt-125m/0.self_attn.q_proj	0.4478018283843994	0.24533796310424805	0.16128258407115936	0.11601995676755905	0.06803420186042786	0.05519254878163338	0.04382564127445221	0.015493092127144337	0.0138968825340271	0.002515725791454315	0.32490941882133484	0.12999171018600464	0.0771118775010109	0.04948194697499275	0.02605152130126953	0.02023477666079998	0.015919499099254608	0.006056714337319136	0.005349749233573675	0.0014087901217862964
opt-125m/0.self_attn.v_proj	0.003959957510232925	0.0020498100202530622	0.0014851870946586132	0.0010491801658645272	0.0006370057235471904	0.0005393268074840307	0.0004355290438979864	0.00016577688802499324	0.00014564153389073908	3.45158223353792e-05	0.0034056324511766434	0.0014692572876811028	0.0010167661821469665	0.000644106010440737	0.00037524779327213764	0.0003068662772420794	0.0002478055830579251	0.0001066952827386558	9.600082557881251e-05	2.93003031401895e-05
opt-125m/1.fc1	0.009006244130432606	0.003966114018112421	0.0024224852677434683	0.0016420166939496994	0.00095187226543203	0.0007504315581172705	0.0006338165840134025	0.0002723356301430613	0.00024156463041435927	7.376109715551138e-05	0.013021317310631275	0.003583880141377449	0.003574565751478076	0.0015492207603529096	0.0009162486530840397	0.001011076383292675	0.0006145921652205288	0.00026923909899778664	0.0003037271380890161	8.486943988827989e-05
opt-125m/1.fc2	0.0016693630022928119	9.970305109163746e-05	0.0012632556026801467	5.376506669563241e-05	3.258839205955155e-05	0.000533246377017349	2.138513809768483e-05	1.0492399269423913e-05	9.531362593406811e-05	1.1202610039617866e-05	0.0016324259340763092	8.609136421000585e-05	0.0009216564358212054	4.323777466197498e-05	2.509293881303165e-05	0.00021170290710870177	1.751915624481626e-05	8.409936526732054e-06	2.5774477762752213e-05	4.944991360389395e-06
opt-125m/1.self_attn.k_proj	0.5965722799301147	0.30824804306030273	0.19242948293685913	0.12486367672681808	0.055715661495923996	0.042733196169137955	0.03015752136707306	0.009303207509219646	0.008142493665218353	0.0014363533118739724	0.3936755359172821	0.09012418240308762	0.04745649918913841	0.03203743323683739	0.017626797780394554	0.013878799974918365	0.01136530190706253	0.004554669838398695	0.004023011773824692	0.0010608680313453078
opt-125m/1.self_attn.out_proj	9.54381757765077e-05	2.2386482669389807e-05	2.942756145785097e-05	9.61926252784906e-06	5.893885372643126e-06	9.715419764688704e-06	3.942510375054553e-06	1.8976157889483147e-06	3.6603039461624576e-06	1.1454758350737393e-06	7.852004637243226e-05	2.211650280514732e-05	2.4182387278415263e-05	9.951794709195383e-06	6.188423867570236e-06	1.026459449349204e-05	4.093124061910203e-06	1.941136133609689e-06	3.7570898712147027e-06	1.172440988739254e-06
opt-125m/1.self_attn.q_proj	0.32337260246276855	0.1340513378381729	0.10010635852813721	0.05072687938809395	0.024661922827363014	0.021854320541024208	0.014871138148009777	0.005681572016328573	0.0047121052630245686	0.0009979157475754619	0.19892044365406036	0.05336843058466911	0.03154846653342247	0.020168187096714973	0.011287491768598557	0.009156345389783382	0.007502996828407049	0.0031130285933613777	0.002841417444869876	0.0007782261818647385
opt-125m/1.self_attn.v_proj	0.004305974114686251	0.00189178716391325	0.0011910219909623265	0.0008079483523033559	0.000463985837996006	0.00037047165096737444	0.000304571382002905	0.00011580115096876398	0.0001008239560178481	2.725006197579205e-05	0.004348082467913628	0.0016609247541055083	0.0010117554338648915	0.0006401985883712769	0.00035697451676242054	0.00029488446307368577	0.0002332615404156968	9.782307461136952e-05	8.785272802924737e-05	2.5718743927427568e-05
opt-125m/10.fc1	0.038967784494161606	0.014061885885894299	0.007891391403973103	0.005255938041955233	0.0029292600229382515	0.0023314310237765312	0.0019105247920379043	0.0008047229493968189	0.0007223321008495986	0.00021540095622185618	0.025250202044844627	0.012027006596326828	0.0072944313287734985	0.005071100778877735	0.0028722852002829313	0.002289706142619252	0.0018838610267266631	0.0007958663627505302	0.0007130365702323616	0.00021181820193305612
opt-125m/10.fc2	0.003087084973230958	0.0016688482137396932	0.0010990760056301951	0.0008023986010812223	0.0005014326306991279	0.00041392623097635806	0.0003539426252245903	0.00017755072622094303	0.00016124382091220468	6.116821896284819e-05	0.00289240968413651	0.0015852233627811074	0.0010163449915125966	0.0007421399932354689	0.00045863701961934566	0.0003767774614971131	0.0003213474992662668	0.00015748129226267338	0.0001439223560737446	5.356962719815783e-05
opt-125m/10.self_attn.k_proj	1.0083492994308472	0.674627959728241	0.5386898517608643	0.4547269642353058	0.34334221482276917	0.29600685834884644	0.2566269338130951	0.10514387488365173	0.09173806756734848	0.014272545464336872	0.7934813499450684	0.3781917989253998	0.23449547588825226	0.15968036651611328	0.08889827132225037	0.07085608690977097	0.05706748366355896	0.021872416138648987	0.019498910754919052	0.004963815677911043
opt-125m/10.self_attn.out_proj	0.0011878813384100795	0.0005899126990698278	0.00036922391154803336	0.00025579470093362033	0.00014878583897370845	0.0001200337428599596	9.94922811514698e-05	4.329201692598872e-05	3.888804349116981e-05	1.1932209417864215e-05	0.0011675589485093951	0.0005822879611514509	0.0003647645062301308	0.00025298717082478106	0.00014702607586514205	0.0001184994398499839	9.81084886007011e-05	4.268121483619325e-05	3.8351437979144976e-05	1.1774744052672759e-05
opt-125m/10.self_attn.q_proj	0.6279193758964539	0.35992002487182617	0.26261934638023376	0.20563232898712158	0.14884571731090546	0.12756015360355377	0.11262192577123642	0.05288777872920036	0.046052832156419754	0.008413274772465229	0.486960768699646	0.24507339298725128	0.14297045767307281	0.10019797086715698	0.05606722831726074	0.04450492560863495	0.036050546914339066	0.01411749143153429	0.012410313822329044	0.0033034365624189377
opt-125m/10.self_attn.v_proj	0.04455094411969185	0.01959376595914364	0.014158565551042557	0.008480901829898357	0.004904522560536861	0.004441680386662483	0.0032473586034029722	0.0014109197072684765	0.0013843905180692673	0.00041667078039608896	0.043634962290525436	0.019269714131951332	0.013865896500647068	0.008375282399356365	0.00484581058844924	0.0043594869785010815	0.003217359073460102	0.0014007618883624673	0.0013682445278391242	0.0004105661064386368
opt-125m/11.fc1	0.05414266511797905	0.01842617057263851	0.009973780252039433	0.006672385614365339	0.0038379288744181395	0.003059356240555644	0.0025835775304585695	0.0011997000547125936	0.0010891916463151574	0.00035978303640149534	0.031292665749788284	0.01433546096086502	0.008931097574532032	0.006177899893373251	0.0036234278231859207	0.002935389755293727	0.0024500179570168257	0.0011263737687841058	0.0010184786515310407	0.00033132670796476305
opt-125m/11.fc2	0.07021898776292801	0.0025059643667191267	0.021613558754324913	0.0011619330616667867	0.0007044398225843906	0.0019026901572942734	0.0005078644608147442	0.00027732705348171294	0.00029002100927755237	0.00011832564632641152	0.06884659826755524	0.002156125381588936	0.017503077164292336	0.001019534538500011	0.0006641529616899788	0.001171338139101863	0.00048009262536652386	0.00024001765996217728	0.00024135608691722155	9.438857523491606e-05
opt-125m/11.self_attn.k_proj	0.4828827679157257	0.2754991948604584	0.19910180568695068	0.15686841309070587	0.10981228202581406	0.09318547695875168	0.0796796977519989	0.03436797112226486	0.03052658773958683	0.006356073543429375	0.41646337509155273	0.2116995006799698	0.13263829052448273	0.09186642616987228	0.054151128977537155	0.043706294149160385	0.03587633743882179	0.014958611689507961	0.013399306684732437	0.003777575446292758
opt-125m/11.self_attn.out_proj	0.003451672615483403	0.0012459574500098825	0.001052773091942072	0.0005328595289029181	0.0003157752216793597	0.0002980087010655552	0.00021112097601871938	9.056474664248526e-05	8.454321505269036e-05	2.4215367375290953e-05	0.002976243617013097	0.001226557302288711	0.0009196163737215102	0.0005249011446721852	0.00030845330911688507	0.0002753854205366224	0.00020424505055416375	8.908131712814793e-05	8.225334022426978e-05	2.345578650420066e-05
opt-125m/11.self_attn.q_proj	0.3239366114139557	0.15153497457504272	0.09698875993490219	0.07043665647506714	0.04500531032681465	0.03792055696249008	0.03235982730984688	0.015071946196258068	0.013791820965707302	0.0035892606247216463	0.2737322151660919	0.1318800300359726	0.08218887448310852	0.05694829300045967	0.03320610150694847	0.026880955323576927	0.022211285308003426	0.00963801983743906	0.008622221648693085	0.0026196043472737074
opt-125m/11.self_attn.v_proj	0.05210929736495018	0.025365618988871574	0.01698911003768444	0.011090739630162716	0.006451802793890238	0.005513548851013184	0.004311792552471161	0.0018974962877109647	0.001787952147424221	0.0005471780896186829	0.05101912096142769	0.02501642145216465	0.016705775633454323	0.010906283743679523	0.006353050470352173	0.005385300610214472	0.004243116360157728	0.0018807932501658797	0.0017562909051775932	0.0005401227972470224
opt-125m/2.fc1	0.011449088342487812	0.004775177221745253	0.0025751718785613775	0.0017470206366851926	0.0009957286529242992	0.0007996955537237227	0.000670876179356128	0.0002840400848072022	0.0002578228886704892	7.925608224468306e-05	0.007443241309374571	0.003916799556463957	0.0024026085156947374	0.0017481950344517827	0.0010260996641591191	0.0008150750654749572	0.0006730061140842736	0.00028085324447602034	0.0002617345890030265	8.075634832493961e-05
opt-125m/2.fc2	0.011191043071448803	9.665006655268371e-05	0.00928048137575388	5.4206946515478194e-05	3.148150062770583e-05	0.004455226007848978	2.388640132267028e-05	1.211824837810127e-05	0.0007634985377080739	5.2413164667086676e-05	0.007478684186935425	9.071970271179453e-05	0.0010101381922140718	4.279376662452705e-05	2.621049316076096e-05	8.570821955800056e-05	1.8310527593712322e-05	8.954015356721357e-06	1.845726183091756e-05	5.978611170576187e-06
opt-125m/2.self_attn.k_proj	1.0693111419677734	0.5319854617118835	0.483306884765625	0.2820970118045807	0.1576923131942749	0.13825209438800812	0.09544426202774048	0.027608538046479225	0.02423148788511753	0.003331938060000539	0.7417153716087341	0.17544186115264893	0.20984649658203125	0.06642267853021622	0.03513220325112343	0.05032401904463768	0.022112011909484863	0.008394504897296429	0.008346729911863804	0.001976669766008854
opt-125m/2.self_attn.out_proj	6.005317482049577e-05	2.8219015803188086e-05	1.8227123291580938e-05	1.2360229447949678e-05	7.3791961767710745e-06	6.42557597529958e-06	5.046316346124513e-06	2.3547117962152697e-06	2.4089122234727256e-06	8.134875315590762e-07	5.843429244123399e-05	2.9567285309894942e-05	1.9201124814571813e-05	1.336167497356655e-05	7.784282388456631e-06	6.898561423440697e-06	5.236888682702556e-06	2.3907871309347684e-06	2.5071769869100535e-06	8.171653007593704e-07
opt-125m/2.self_attn.q_proj	0.9641015529632568	0.3810286819934845	0.5094268321990967	0.1890876740217209	0.10835003852844238	0.18688471615314484	0.0683906152844429	0.02073477953672409	0.028780287131667137	0.0024954003747552633	0.5679501891136169	0.14132146537303925	0.1442129760980606	0.05340203642845154	0.02736172266304493	0.03818042203783989	0.017093060538172722	0.006678602192550898	0.0065680923871695995	0.001639509224332869
opt-125m/2.self_attn.v_proj	0.013836176134645939	0.0037197622004896402	0.0024843888822942972	0.0015135841676965356	0.000853544392157346	0.000699283613357693	0.0005554420640692115	0.00023117173986975104	0.0002136623370461166	6.259494693949819e-05	0.017051739618182182	0.003523812396451831	0.003947898279875517	0.0014778642216697335	0.0008344217203557491	0.0009954822016879916	0.0005460079410113394	0.00023391602735500783	0.00026332514244131744	7.10546228219755e-05
