Data	Scaling	GPTQ	GPTQ+BiasCorrection	GPTQWithBiasCorrection
opt-350m/5.self_attn.q_proj	mse	0.07147257775068283	0.07065299153327942	0.06360431015491486
opt-350m/5.self_attn.v_proj	mse	0.02539123222231865	0.025339610874652863	0.025084886699914932
opt-350m/6.fc1	mse	0.04285994917154312	0.042686015367507935	0.04201248660683632
opt-350m/6.fc2	mse	0.0032244971953332424	0.0032228382769972086	0.0032064334955066442
opt-350m/6.self_attn.k_proj	mse	0.10389592498540878	0.1031249463558197	0.08796670287847519
opt-350m/6.self_attn.out_proj	mse	0.00085854297503829	0.0008574204402975738	0.0008555820677429438
opt-350m/6.self_attn.q_proj	mse	0.085687056183815	0.0846814513206482	0.07464039325714111
opt-350m/6.self_attn.v_proj	mse	0.02266114391386509	0.022614214569330215	0.022323403507471085
opt-350m/7.fc1	mse	0.04693214222788811	0.04673570394515991	0.04604697227478027
opt-350m/7.fc2	mse	0.004012623336166143	0.004010686185210943	0.0039910003542900085
opt-350m/7.self_attn.k_proj	mse	0.10402941703796387	0.10330045968294144	0.08953596651554108
opt-350m/7.self_attn.out_proj	mse	0.0012605966767296195	0.0012590517289936543	0.0012516144197434187
opt-350m/7.self_attn.q_proj	mse	0.07705608755350113	0.0765150934457779	0.06990645080804825
opt-350m/7.self_attn.v_proj	mse	0.025812290608882904	0.025758836418390274	0.025493567809462547
opt-350m/8.fc1	mse	0.04784206673502922	0.04765785112977028	0.0469571016728878
opt-350m/8.fc2	mse	0.005120591726154089	0.005118273664265871	0.00509458314627409
opt-350m/8.self_attn.k_proj	mse	0.09374736249446869	0.09335331618785858	0.08512026071548462
opt-350m/8.self_attn.out_proj	mse	0.0017940711695700884	0.001790104666724801	0.0017801742069423199
opt-350m/8.self_attn.q_proj	mse	0.0817611813545227	0.08123445510864258	0.07672521471977234
opt-350m/8.self_attn.v_proj	mse	0.028073638677597046	0.028024788945913315	0.027752982452511787
opt-350m/9.fc1	mse	0.04848753660917282	0.04829973727464676	0.047481246292591095
opt-350m/9.fc2	mse	0.005253209732472897	0.005250292364507914	0.005226911045610905
opt-350m/9.self_attn.k_proj	mse	0.08568880707025528	0.08542735129594803	0.08088796585798264
opt-350m/9.self_attn.out_proj	mse	0.002000235952436924	0.001997062936425209	0.001982396002858877
opt-350m/9.self_attn.q_proj	mse	0.07755734026432037	0.07735005021095276	0.07647006213665009
opt-350m/9.self_attn.v_proj	mse	0.030885161831974983	0.030832786113023758	0.030514802783727646
