Data	Scaling	GPTQ	GPTQ+BiasCorrection	GPTQWithBiasCorrection
opt-350m/17.self_attn.k_proj	mse	0.1337929368019104	0.13304568827152252	0.12789183855056763
opt-350m/17.self_attn.out_proj	mse	0.0029839701019227505	0.0029786552768200636	0.002964979037642479
opt-350m/17.self_attn.q_proj	mse	0.1334039866924286	0.13283686339855194	0.1285032033920288
opt-350m/17.self_attn.v_proj	mse	0.08672969788312912	0.0865648165345192	0.08565634489059448
opt-350m/18.fc1	mse	0.08536040782928467	0.0843891054391861	0.08244834095239639
opt-350m/18.fc2	mse	0.008156407624483109	0.008149520494043827	0.008113233372569084
opt-350m/18.self_attn.k_proj	mse	0.13238272070884705	0.1315021812915802	0.12500464916229248
opt-350m/18.self_attn.out_proj	mse	0.002132135210558772	0.002122405916452408	0.0021138088777661324
opt-350m/18.self_attn.q_proj	mse	0.15021541714668274	0.1471801996231079	0.1392718106508255
opt-350m/18.self_attn.v_proj	mse	0.08375069499015808	0.08359353989362717	0.08272586762905121
opt-350m/19.fc1	mse	0.0842134952545166	0.08239011466503143	0.07999327778816223
opt-350m/19.fc2	mse	0.0077591207809746265	0.0077510192058980465	0.007705586962401867
opt-350m/19.self_attn.k_proj	mse	0.15174423158168793	0.1499239057302475	0.13952630758285522
opt-350m/19.self_attn.out_proj	mse	0.002473388332873583	0.002464060438796878	0.0024512577801942825
opt-350m/19.self_attn.q_proj	mse	0.19070430099964142	0.18080896139144897	0.16695696115493774
opt-350m/19.self_attn.v_proj	mse	0.0713973268866539	0.07125435024499893	0.0707942545413971
opt-350m/2.fc1	mse	0.07105391472578049	0.0701761469244957	0.06684965640306473
opt-350m/2.fc2	mse	0.003779543563723564	0.0037603299133479595	0.0037341685965657234
opt-350m/2.self_attn.k_proj	mse	0.1346227526664734	0.1327563226222992	0.12069237232208252
opt-350m/2.self_attn.out_proj	mse	0.0008428923320025206	0.0008413613541051745	0.000832126010209322
opt-350m/2.self_attn.q_proj	mse	0.10998909175395966	0.10675178468227386	0.09922873973846436
opt-350m/2.self_attn.v_proj	mse	0.04136623442173004	0.04121842235326767	0.040467992424964905
opt-350m/20.fc1	mse	0.0828109085559845	0.08204661309719086	0.07997199892997742
opt-350m/20.fc2	mse	0.00811023823916912	0.008096478879451752	0.00805618241429329
opt-350m/20.self_attn.k_proj	mse	0.2505064606666565	0.24415667355060577	0.20157447457313538
opt-350m/20.self_attn.out_proj	mse	0.002977335825562477	0.0029695795383304358	0.0029473069589585066
opt-350m/20.self_attn.q_proj	mse	0.2227296531200409	0.20761695504188538	0.18208712339401245
opt-350m/20.self_attn.v_proj	mse	0.06506533920764923	0.06492584943771362	0.06445558369159698
opt-350m/21.fc1	mse	0.08494478464126587	0.08396921306848526	0.08142678439617157
opt-350m/21.fc2	mse	0.008882995694875717	0.008868956938385963	0.008825156837701797
opt-350m/21.self_attn.k_proj	mse	0.2830776572227478	0.27580058574676514	0.22461479902267456
opt-350m/21.self_attn.out_proj	mse	0.0027054203674197197	0.0026843207888305187	0.002659512683749199
opt-350m/21.self_attn.q_proj	mse	0.2064049243927002	0.1974973827600479	0.17607268691062927
opt-350m/21.self_attn.v_proj	mse	0.06463970243930817	0.06450840830802917	0.06381987035274506
opt-350m/22.fc1	mse	0.08020871877670288	0.07946714758872986	0.0771993100643158
opt-350m/22.fc2	mse	0.010251088067889214	0.010242253541946411	0.01018802635371685
opt-350m/22.self_attn.k_proj	mse	0.4086373448371887	0.40075457096099854	0.31877896189689636
opt-350m/22.self_attn.out_proj	mse	0.005069596692919731	0.00506261270493269	0.005036512389779091
opt-350m/22.self_attn.q_proj	mse	0.17573218047618866	0.17508208751678467	0.1705964356660843
opt-350m/22.self_attn.v_proj	mse	0.06719158589839935	0.06705407053232193	0.06650145351886749
opt-350m/23.fc1	mse	0.07209554314613342	0.07073353230953217	0.06790722161531448
opt-350m/23.fc2	mse	0.008551793172955513	0.008510369807481766	0.00844035018235445
opt-350m/23.self_attn.k_proj	mse	0.1630980670452118	0.16178825497627258	0.14651015400886536
opt-350m/23.self_attn.out_proj	mse	0.007075208239257336	0.006981292739510536	0.00690847635269165
opt-350m/23.self_attn.q_proj	mse	0.12968437373638153	0.12917399406433105	0.126991868019104
opt-350m/23.self_attn.v_proj	mse	0.0883851945400238	0.08818568289279938	0.08718624711036682
opt-350m/3.fc1	mse	0.07115469872951508	0.07051938027143478	0.0673905462026596
opt-350m/3.fc2	mse	0.003893844783306122	0.0038888968992978334	0.0038658701814711094
opt-350m/3.self_attn.k_proj	mse	0.1362266093492508	0.13347578048706055	0.12149810045957565
opt-350m/3.self_attn.out_proj	mse	0.0008892504265531898	0.0008870885940268636	0.0008818652713671327
opt-350m/3.self_attn.q_proj	mse	0.13541215658187866	0.12912489473819733	0.12045145034790039
